Rainbow Kidz Family Day Care,"39/189B South Centre Road, TULLAMARINE, VIC 3043",TULLAMARINE,3043,Family Day Care,,Working Towards NQS
Rainbow Kindergarten,"46 Taverner Street, RAINBOW, VIC 3424",RAINBOW,3424,Centre-Based Care,24,Working Towards NQS
Raleigh Street Child Minding Centre,"28 Raleigh Street, THORNBURY, VIC 3071",THORNBURY,3071,Centre-Based Care,37,Exceeding NQS
Ranfurly Primary School,"Ontario Avenue, MILDURA, VIC 3500",MILDURA,3500,Centre-Based Care,32,Provisional – Not Yet Assessed
Rangebank Kindergarten,"40-46 Lesdon Avenue, CRANBOURNE, VIC 3977",CRANBOURNE,3977,Centre-Based Care,30,Exceeding NQS
Rangebank Primary School OSHC,"1 Lesdon Ave, CRANBOURNE, VIC 3977",CRANBOURNE,3977,Centre-Based Care,45,Meeting NQS
Rangeview OSHClub,"27 Churinga Avenue, MITCHAM, VIC 3132",MITCHAM,3132,Centre-Based Care,90,Exceeding NQS
Rangeview Preschool,"3 Rupert Street, MITCHAM, VIC 3132",MITCHAM,3132,Centre-Based Care,55,Exceeding NQS
Rawan Family Day Care Pty Ltd,"Se 5  81 Elgar Rd, DERRIMUT, VIC 3030",DERRIMUT,3030,Family Day Care,,Working Towards NQS
Ray Street Children's Centre,"54 Ray Street, CASTLEMAINE, VIC 3450",CASTLEMAINE,3450,Centre-Based Care,70,Working Towards NQS
Red Apple Early Learning Centre,"487-489 Canterbury Road, VERMONT, VIC 3133",VERMONT,3133,Centre-Based Care,48,Meeting NQS
Red Apple Early Learning Centre Balwyn,"243 Doncaster Road, BALWYN NORTH, VIC 3104",BALWYN NORTH,3104,Centre-Based Care,77,Exceeding NQS
Red Blossom Family Day Care,"Ground Floor  288 Sydney Rd, COBURG, VIC 3058",COBURG,3058,Family Day Care,,Meeting NQS
Red Cliffs Kindergarten,"Guava Street, RED CLIFFS, VIC 3496",RED CLIFFS,3496,Centre-Based Care,59,Working Towards NQS
Red Cliffs Primary School Council Out of School Hours Care,"Murray Avenue, RED CLIFFS, VIC 3496",RED CLIFFS,3496,Centre-Based Care,50,Working Towards NQS
Red Hill Memorial Preschool,"210 Arthurs Seat Road, RED HILL, VIC 3937",RED HILL,3937,Centre-Based Care,25,Exceeding NQS
Reema Kindergarten,"42 Reema Boulevard, ENDEAVOUR HILLS, VIC 3802",ENDEAVOUR HILLS,3802,Centre-Based Care,27,Exceeding NQS
Reeve Street Children's Centre,"13-15 Reeve Street, SALE, VIC 3850",SALE,3850,Centre-Based Care,70,Meeting NQS
Regans Road Kindergarten,"7 Regans Road, HAMPTON PARK, VIC 3976",HAMPTON PARK,3976,Centre-Based Care,30,Exceeding NQS
Regent Baptist Kindergarten,"734 High Street, RESERVOIR, VIC 3073",RESERVOIR,3073,Centre-Based Care,24,Working Towards NQS
Remus Way Children's Centre,"4 Remus Way, TAYLORS LAKES, VIC 3038",TAYLORS LAKES,3038,Centre-Based Care,45,Meeting NQS
Remus Way Kindergarten,"Cnr Remus Way & Fastnet Dr, TAYLORS LAKES, VIC 3038",TAYLORS LAKES,3038,Centre-Based Care,28,Meeting NQS
REMY FAMILY DAY CARE,"2 Erden Ct, MELTON WEST, VIC 3337",MELTON WEST,3337,Family Day Care,,Significant Improvement Required
Renown Kindergarten,"20 Cliff Street, SOUTH YARRA, VIC 3141",SOUTH YARRA,3141,Centre-Based Care,49,Exceeding NQS
Research Preschool,"1555 Main Rd, RESEARCH, VIC 3095",RESEARCH,1555,Centre-Based Care,29,Exceeding NQS
Research Primary OSHClub,"1570 Main Road, RESEARCH, VIC 3095",RESEARCH,1570,Centre-Based Care,35,Meeting NQS
Reservoir East OSHClub,"58 Boldrewood Pde, RESERVOIR, VIC 3073",RESERVOIR,3073,Centre-Based Care,30,Working Towards NQS
Reservoir Primary Combined Out of School Hours Care,"Duffy Street, RESERVOIR, VIC 3073",RESERVOIR,3073,Centre-Based Care,60,Working Towards NQS
Reservoir West Montessori Early Education Centre,"5a Carrington Road, RESERVOIR, VIC 3073",RESERVOIR,3073,Centre-Based Care,20,Meeting NQS
Reservoir West Primary School Council,"5a Carrington Road, RESERVOIR, VIC 3073",RESERVOIR,3073,Centre-Based Care,60,Meeting NQS
Resurrection OSHClub,"51 Gum Road, KINGS PARK, VIC 3021",KINGS PARK,3021,Centre-Based Care,61,Meeting NQS
Richmond Creche and Kindergarten Inc,"14 Abinger Street, RICHMOND, VIC 3121",RICHMOND,3121,Centre-Based Care,70,Exceeding NQS
Richmond Kindergarten,"27 Duke Street, RICHMOND, VIC 3121",RICHMOND,3121,Centre-Based Care,28,Exceeding NQS
Richmond Multicultural Children's Centre,"16 Gleadell Street, RICHMOND, VIC 3121",RICHMOND,3121,Centre-Based Care,36,Meeting NQS
Richmond OSHClub,"Brighton Street, RICHMOND, VIC 3121",RICHMOND,3121,Centre-Based Care,200,Meeting NQS
Richmond West Afterschool Care and Vacation Care Program,"Lennox Street, RICHMOND, VIC 3121",RICHMOND,3121,Centre-Based Care,45,Exceeding NQS
Riddell Road Preschool,"36 Riddell Road, WANTIRNA SOUTH, VIC 3152",WANTIRNA SOUTH,3152,Centre-Based Care,33,Exceeding NQS
Riddells Creek Kindergarten,"23-25 Mahoneys Road, RIDDELLS CREEK, VIC 3431",RIDDELLS CREEK,3431,Centre-Based Care,28,Exceeding NQS
Riddells Creek Primary Outside School Hours Care,"69 - 77 Main Rd, RIDDELLS CREEK, VIC 3431",RIDDELLS CREEK,3431,Centre-Based Care,45,Exceeding NQS
Ride Avenue Preschool,"15 Ride Avenue, BENALLA, VIC 3672",BENALLA,3672,Centre-Based Care,30,Exceeding NQS
RIGHT CHOICE FAMILY DAY CARE,"11 Lucia Ave, TARNEIT, VIC 3029",TARNEIT,3029,Family Day Care,,Working Towards NQS
Ringwood East Childcare & Kindergarten,"105 Mt Dandenong Road, RINGWOOD EAST, VIC 3135",RINGWOOD EAST,3135,Centre-Based Care,37,Meeting NQS
Ringwood Heights Primary School OSHClub,"Summit Crescent, RINGWOOD, VIC 3134",RINGWOOD,3134,Centre-Based Care,44,Meeting NQS
Ringwood North Primary School OSHC,"172 Oban Road, RINGWOOD NORTH, VIC 3134",RINGWOOD NORTH,3134,Centre-Based Care,60,Working Towards NQS
Ringwood Uniting Church Kindergarten,"2 Greenwood Avenue, RINGWOOD, VIC 3134",RINGWOOD,3134,Centre-Based Care,54,Exceeding NQS
Ripponlea Kindergarten,"25 Carrington Grove, ST KILDA EAST, VIC 3183",ST KILDA EAST,3183,Centre-Based Care,24,Meeting NQS
RISE HIGH EARLY LEARNING FAMILY DAY CARE,"11 Medway Rd, CRAIGIEBURN, VIC 3064",CRAIGIEBURN,3064,Family Day Care,,Provisional – Not Yet Assessed
Rise N Shine Family Day Care Pty Ltd,"Level 1, Suite 3  41 Paisley Street, FOOTSCRAY, VIC 3011",FOOTSCRAY,3011,Family Day Care,,Working Towards NQS
River Garden – A Guardian Early Learning Centre,"670 Chapel St, SOUTH YARRA, VIC 3141",SOUTH YARRA,3141,Centre-Based Care,164,Provisional – Not Yet Assessed
Rivercrest Early Learning Centre,"500 Soldiers Rd, CLYDE NORTH, VIC 3978",CLYDE NORTH,3978,Centre-Based Care,100,Exceeding NQS
Rivercrest OSHClub,"500 Soldiers Rd, CLYDE NORTH, VIC 3978",CLYDE NORTH,3978,Centre-Based Care,60,Working Towards NQS
Riverdene Kindergarten,"28 Paramatta Road, WERRIBEE, VIC 3030",WERRIBEE,3030,Centre-Based Care,30,Exceeding NQS
Riverview Child Care Centre,"134 De Kerilleau Drive, WODONGA, VIC 3690",WODONGA,3690,Centre-Based Care,81,Exceeding NQS
Riviera Preschool,"31A Newton Street, SEAFORD NORTH, VIC 3198",SEAFORD NORTH,3198,Centre-Based Care,26,Meeting NQS
Rix Street Kindergarten,"49 Rix Street, HERNE HILL, VIC 3218",HERNE HILL,3218,Centre-Based Care,26,Working Towards NQS
RMIT City Campus Children's Centre,"97 Franklin Street, MELBOURNE, VIC 3000",MELBOURNE,3000,Centre-Based Care,71,Exceeding NQS
Robert Cochrane Kindergarten,"Minona Street, HAWTHORN, VIC 3122",HAWTHORN,3122,Centre-Based Care,51,Exceeding NQS
Roberts Avenue Kindergarten,"23 Roberts Avenue, HORSHAM, VIC 3400",HORSHAM,3400,Centre-Based Care,28,Meeting NQS
Roberts McCubbin OSHClub,"Birdwood St, BOX HILL SOUTH, VIC 3128",BOX HILL SOUTH,3128,Centre-Based Care,60,Exceeding NQS
Robina Scott Kindergarten,"105 Ferguson Street, WILLIAMSTOWN, VIC 3016",WILLIAMSTOWN,3016,Centre-Based Care,57,Exceeding NQS
Robin's Nest Early Learning Centre,"352-354 Princes Highway, NOBLE PARK, VIC 3174",NOBLE PARK,3174,Centre-Based Care,105,Meeting NQS
Robin's Nest Early Learning Centre,"1158 Nepean Highway, CHELTENHAM, VIC 3192",CHELTENHAM,1158,Centre-Based Care,60,Meeting NQS
Robinvale Out of School Hours Program,"13 Watkins Street, ROBINVALE, VIC 3549",ROBINVALE,3549,Centre-Based Care,30,Exceeding NQS
Robinvale Preschool Centre,"3 McCartney Court, ROBINVALE, VIC 3549",ROBINVALE,3549,Centre-Based Care,29,Working Towards NQS
Robyn Jane Children's Centre Inc,"6-16 Haig Avenue, HEALESVILLE, VIC 3777",HEALESVILLE,3777,Centre-Based Care,70,Exceeding NQS
Rochester & District Child Care Centre,"35 Mackay Street, ROCHESTER, VIC 3561",ROCHESTER,3561,Centre-Based Care,38,Working Towards NQS
Rochester Kindergarten,"Cnr Fraser & Mackay Streets, ROCHESTER, VIC 3561",ROCHESTER,3561,Centre-Based Care,30,Exceeding NQS
Rockbank Kindergarten,"1175-1177 Leakes Road, ROCKBANK, VIC 3335",ROCKBANK,1175,Centre-Based Care,32,Working Towards NQS
RODNEY NEIGHBOURHOOD STEINER KINDERGARTEN,"Midland Hwy Echuca Rd, MOOROOPNA, VIC 3629",MOOROOPNA,3629,Centre-Based Care,31,Exceeding NQS
Rokewood Kindergarten,"Aitchison Street, ROKEWOOD, VIC 3330",ROKEWOOD,3330,Centre-Based Care,25,Meeting NQS
Rolling Hills Kindergarten,"54 Landscape Drive, MOOROOLBARK, VIC 3138",MOOROOLBARK,3138,Centre-Based Care,25,Meeting NQS
Rolling Hills Primary School OSHC,"52 Landscape Drive, MOOROOLBARK, VIC 3138",MOOROOLBARK,3138,Centre-Based Care,60,Exceeding NQS
Romsey Early Education Centre,"10 Ewing Drive, ROMSEY, VIC 3434",ROMSEY,3434,Centre-Based Care,40,Working Towards NQS
Romsey Kindergarten,"32-48 Main Street, ROMSEY, VIC 3434",ROMSEY,3434,Centre-Based Care,64,Meeting NQS
Rosanna Golf Links Primary School OSHC,"Interlaken Parade, ROSANNA, VIC 3084",ROSANNA,3084,Centre-Based Care,100,Working Towards NQS
Rosanna OSHClub,"Grandview Grove, ROSANNA, VIC 3084",ROSANNA,3084,Centre-Based Care,42,Meeting NQS
Rosanna Village Child Care Centre,"32 Turnham Avenue, ROSANNA, VIC 3084",ROSANNA,3084,Centre-Based Care,63,Exceeding NQS
Roscoe Avenue Children's Centre,"36 Ballarat Road, HAMILTON, VIC 3300",HAMILTON,3300,Centre-Based Care,65,Meeting NQS
Rose Garden Childcare Endeavour Hills,"53 Heatherton Road, ENDEAVOUR HILLS, VIC 3802",ENDEAVOUR HILLS,3802,Centre-Based Care,100,Meeting NQS
Rose Garden Childcare Lilydale,"35-37 Cave Hill Road, LILYDALE, VIC 3140",LILYDALE,3140,Centre-Based Care,110,Meeting NQS
Rose Garden Childcare Yarrambat,"553 Yan Yean Road, YARRAMBAT, VIC 3091",YARRAMBAT,3091,Centre-Based Care,120,Meeting NQS
Rose Garden Epping Early Learning Centre,"100 Epping Road, EPPING, VIC 3076",EPPING,3076,Centre-Based Care,120,Meeting NQS
Rose Garden Kids,"71 South Gippsland Highway, TOORADIN, VIC 3980",TOORADIN,3980,Centre-Based Care,60,Meeting NQS
ROSE GARDEN KIDS,"BAYVIEW ROAD, TOORADIN, VIC 3980",TOORADIN,3980,Centre-Based Care,30,Provisional – Not Yet Assessed
Rose Garden Sunshine Early Learning Centre,"19 Link Road, SUNSHINE WEST, VIC 3020",SUNSHINE WEST,3020,Centre-Based Care,120,Meeting NQS
Roseberry House Early Learning Centre,"2A-4 Roseberry Grove, GLEN HUNTLY, VIC 3163",GLEN HUNTLY,3163,Centre-Based Care,81,Meeting NQS
Roseberry House Early Learning Centre Bentleigh,"263-265 Centre Road, BENTLEIGH, VIC 3204",BENTLEIGH,3204,Centre-Based Care,93,Exceeding NQS
Rosebud Primary OSHC,"Cnr Point Nepean and Jetty Roads, ROSEBUD, VIC 3939",ROSEBUD,3939,Centre-Based Care,49,Meeting NQS
Rosebud West Community Hub,"11A Allambi Avenue, ROSEBUD, VIC 3939",ROSEBUD,3939,Centre-Based Care,107,Exceeding NQS
Rosewood Downs Child Care Centre,"1 Murray Road, DANDENONG, VIC 3175",DANDENONG,3175,Centre-Based Care,70,Meeting NQS
Rosewood Downs Outside School Hours Care (OSHC),"329 Gladstone Road, DANDENONG NORTH, VIC 3175",DANDENONG NORTH,3175,Centre-Based Care,30,Provisional – Not Yet Assessed
Roslyn Primary School Outside School Hours Care,"183 Roslyn Road, BELMONT, VIC 3216",BELMONT,3216,Centre-Based Care,55,Working Towards NQS
Rossmoyne Kindergarten,"19 Beldale Court, BERWICK, VIC 3806",BERWICK,3806,Centre-Based Care,60,Exceeding NQS
Rosswood Preschool,"70 Outlook Drive, DANDENONG NORTH, VIC 3175",DANDENONG NORTH,3175,Centre-Based Care,33,Meeting NQS
Rowan View Preschool,"402 Forest Street, WENDOUREE, VIC 3355",WENDOUREE,3355,Centre-Based Care,47,Meeting NQS
Rowellyn Park Primary School OSHC,"15 Rowellyn Avenue, CARRUM DOWNS, VIC 3201",CARRUM DOWNS,3201,Centre-Based Care,120,Working Towards NQS
Rowellyn Preschool,"37 Rowellyn Avenue, CARRUM DOWNS, VIC 3201",CARRUM DOWNS,3201,Centre-Based Care,27,Meeting NQS
Rowen Street Kindergarten,"27 Rowen Street, GLEN IRIS, VIC 3146",GLEN IRIS,3146,Centre-Based Care,55,Exceeding NQS
Rowena Family Day Care,"6/11 East Esplanade, ST ALBANS, VIC 3021",ST ALBANS,3021,Family Day Care,,Meeting NQS
Rowville Children's Centre,"73 Eildon Parade, ROWVILLE, VIC 3178",ROWVILLE,3178,Centre-Based Care,39,Meeting NQS
Rowville Lakes Early Learning & Kinder,"2-4 Superior Avenue, ROWVILLE, VIC 3178",ROWVILLE,3178,Centre-Based Care,65,Meeting NQS
Rowville Neighbourhood Learning Centre Inc,"40 Fulham Road, ROWVILLE, VIC 3178",ROWVILLE,3178,Centre-Based Care,80,Working Towards NQS
Rowville Preschool,"Wellington Road, ROWVILLE, VIC 3178",ROWVILLE,3178,Centre-Based Care,66,Exceeding NQS
Roxburgh Park Community House & Children's Centre,"2-4 Perry Court, ROXBURGH PARK, VIC 3064",ROXBURGH PARK,3064,Centre-Based Care,48,Exceeding NQS
Royal Children's Hospital Early Learning,"Flemington Road, PARKVILLE, VIC 3052",PARKVILLE,3052,Centre-Based Care,159,Exceeding NQS
Royal Women's Hospital Child Care Centre,"20 Flemington Road, PARKVILLE, VIC 3052",PARKVILLE,3052,Centre-Based Care,25,Working Towards NQS
Royale Family Day Care,"Suite 2 154-160 Nicholson St, FOOTSCRAY, VIC 3011",FOOTSCRAY,3011,Family Day Care,,Working Towards NQS
Roycroft Kindergarten,"114 Roycroft Avenue, MILL PARK, VIC 3082",MILL PARK,3082,Centre-Based Care,30,Working Towards NQS
Rupanyup Kindergarten,"55 Cromie Street, RUPANYUP, VIC 3388",RUPANYUP,3388,Centre-Based Care,28,Meeting NQS
Rupert Street Child Care & Kindergarten - BUC,"115-117 Rupert Street, COLLINGWOOD, VIC 3066",COLLINGWOOD,3066,Centre-Based Care,77,Working Towards NQS
Rushworth Kindergarten & Child Care,"32 Esmonde Street, RUSHWORTH, VIC 3612",RUSHWORTH,3612,Centre-Based Care,38,Exceeding NQS
Ruskin Park Primary School Combined OSHC Program,"18 - 20 Ruskin Avenue, CROYDON, VIC 3136",CROYDON,3136,Centre-Based Care,49,Meeting NQS
Russell Court Kindergarten and Childrens' Centre Inc,"10 Russell Court, ALTONA MEADOWS, VIC 3028",ALTONA MEADOWS,3028,Centre-Based Care,54,Exceeding NQS
Rutherglen Kindergarten,"169 High Street, RUTHERGLEN, VIC 3685",RUTHERGLEN,3685,Centre-Based Care,50,Meeting NQS
Ruyton Early Learning Kindergarten & Pre Prep,"12 Selbourne Road, KEW, VIC 3101",KEW,3101,Centre-Based Care,81,Exceeding NQS
Ryan Road Childcare,"1 Ryan Road, PAKENHAM, VIC 3810",PAKENHAM,3810,Centre-Based Care,168,Meeting NQS
Rye Preschool,"25 Nelson Street, RYE, VIC 3941",RYE,3941,Centre-Based Care,29,Exceeding NQS
Sacred Heart After School Care,"69-75 Hogan Street, TATURA, VIC 3616",TATURA,3616,Centre-Based Care,30,Meeting NQS
Sacred Heart OSHClub,"35 Wicklow Avenue, CROYDON, VIC 3136",CROYDON,3136,Centre-Based Care,60,Meeting NQS
Sacred Heart Parish School OSHClub,"25 Gipson Street, DIAMOND CREEK, VIC 3089",DIAMOND CREEK,3089,Centre-Based Care,45,Meeting NQS
Sacred Heart PS (Yarrawonga) OSHC - Extend,"Piper Street, YARRAWONGA, VIC 3730",YARRAWONGA,3730,Centre-Based Care,24,Provisional – Not Yet Assessed
Sacred Heart PS OSHC - Extend,"1 Clifton Grove, PRESTON, VIC 3072",PRESTON,3072,Centre-Based Care,30,Exceeding NQS
Sacred Heart PS OSHC - Extend,"11 Fernhill Road, SANDRINGHAM, VIC 3191",SANDRINGHAM,3191,Centre-Based Care,52,Meeting NQS
Sacred Heart School OSHC,"Winifred Street, ST ALBANS, VIC 3021",ST ALBANS,3021,Centre-Based Care,45,Working Towards NQS
Safari Family Day Care Pty Ltd,"13/39 Eucumbene Park, RAVENHALL, VIC 3023",RAVENHALL,3023,Family Day Care,,Provisional – Not Yet Assessed
SAFE HANDS FAMILY DAY CARE,"L 1  62-64 Leeds St, FOOTSCRAY, VIC 3011",FOOTSCRAY,3011,Family Day Care,,Provisional – Not Yet Assessed
Safeway Family Day Care,"U 104  144-148  Nicholson St, FOOTSCRAY, VIC 3011",FOOTSCRAY,3011,Family Day Care,,Meeting NQS
Sale North Kindergarten,"13 Marilyn Way, SALE, VIC 3850",SALE,3850,Centre-Based Care,30,Exceeding NQS
Saltwater Child Care Centre,"14 Nicholson Street, FOOTSCRAY, VIC 3011",FOOTSCRAY,3011,Centre-Based Care,47,Meeting NQS
Saltwater Promenade Kindergarten,"153 Saltwater Prom, POINT COOK, VIC 3030",POINT COOK,3030,Centre-Based Care,66,Exceeding NQS
Samantha's Child Care and Kindergarten,"190 Burke Road, GLEN IRIS, VIC 3146",GLEN IRIS,3146,Centre-Based Care,67,Meeting NQS
Samantha's Child Care Centre,"51 Seymour Grove, CAMBERWELL, VIC 3124",CAMBERWELL,3124,Centre-Based Care,62,Meeting NQS
Samsara Avenue Early Learning & Kinder,"6 Samsara Ave, TRUGANINA, VIC 3029",TRUGANINA,3029,Centre-Based Care,103,Provisional – Not Yet Assessed
San Remo Kindergarten,"23 Back Beach Road, SAN REMO, VIC 3925",SAN REMO,3925,Centre-Based Care,45,Exceeding NQS
San Remo Primary School Outside School Hours Care,"22 Bergin Grove, SAN REMO, VIC 3925",SAN REMO,3925,Centre-Based Care,29,Meeting NQS
Sandringham East PS OSHC - Extend,"Holloway Road, SANDRINGHAM, VIC 3191",SANDRINGHAM,3191,Centre-Based Care,68,Exceeding NQS
Sandringham Private Kindergarten,"247 Bay Road, HIGHETT, VIC 3190",HIGHETT,3190,Centre-Based Care,35,Exceeding NQS
Sara Court Kindergarten,"5 Sara Court, TRARALGON, VIC 3844",TRARALGON,3844,Centre-Based Care,27,Exceeding NQS
Sarah Court Preschool,"25 Sarah Court, MONTROSE, VIC 3765",MONTROSE,3765,Centre-Based Care,28,Meeting NQS
Sassafras Preschool,"Mt Dandenong Tourist Road, SASSAFRAS, VIC 3787",SASSAFRAS,3787,Centre-Based Care,28,Exceeding NQS
Save the Children Australia,"15a St Andrews Rd, SHEPPARTON, VIC 3630",SHEPPARTON,3630,Centre-Based Care,30,Provisional – Not Yet Assessed
Save the Children Kindergarten - Mooroopna,"17 O'Brien Street, MOOROOPNA, VIC 3629",MOOROOPNA,3629,Centre-Based Care,27,Meeting NQS
Save the Children Kindergarten - Nowa Nowa,"35 Wandin Way, NOWA NOWA, VIC 3887",NOWA NOWA,3887,Centre-Based Care,25,Meeting NQS
School Holiday Program,"60 Denmark Street, KEW, VIC 3101",KEW,3101,Centre-Based Care,15,Meeting NQS
School of the Good Shepherd OSHC - Extend,"88 South Circular Road, GLADSTONE PARK, VIC 3043",GLADSTONE PARK,3043,Centre-Based Care,60,Meeting NQS
School Road Kindergarten,"c/- Horsham Special Developmental School  17 High St, HORSHAM, VIC 3400",HORSHAM,3400,Centre-Based Care,27,Provisional – Not Yet Assessed
School Support Services - Herne Hill OSHC Program,"194-200 Church Street, GEELONG NORTH, VIC 3215",GEELONG NORTH,3215,Centre-Based Care,61,Meeting NQS
School Support Services - Mt Duneed OSHC,"Williams Rd, MOUNT DUNEED, VIC 3216",MOUNT DUNEED,3216,Centre-Based Care,25,Working Towards NQS
School Support Services Belmont OSHC,"Mt Pleasant Rd, BELMONT, VIC 3216",BELMONT,3216,Centre-Based Care,45,Meeting NQS
School Support Services Highton OSHC Program,"Highton Primary School  216 Roslyn Rd, HIGHTON, VIC 3216",HIGHTON,3216,Centre-Based Care,40,Meeting NQS
School Support Services Lara Lake OSHC,"89 Forest Rd, LARA, VIC 3212",LARA,3212,Centre-Based Care,84,Meeting NQS
School Support Services Newtown Primary OSHC,"Aberdeen Street, NEWTOWN, VIC 3220",NEWTOWN,3220,Centre-Based Care,51,Exceeding NQS
School Support Services Rollins OSHC,"Wolseley Grove, BELL POST HILL, VIC 3215",BELL POST HILL,3215,Centre-Based Care,40,Meeting NQS
Scoresby Village Childcare,"1315 Ferntree Gully Road, SCORESBY, VIC 3179",SCORESBY,1315,Centre-Based Care,45,Meeting NQS
Scoresby West Preschool,"29 Nevana St, SCORESBY, VIC 3179",SCORESBY,3179,Centre-Based Care,33,Provisional – Not Yet Assessed
Scots Presbyterian Kindergarten,"141 Essex Street, WEST FOOTSCRAY, VIC 3012",WEST FOOTSCRAY,3012,Centre-Based Care,30,Working Towards NQS
Sea Lake Kindergarten,"55 Mudge Street, SEA LAKE, VIC 3533",SEA LAKE,3533,Centre-Based Care,25,Exceeding NQS
Seabrook Kindergarten,"15 Truganina Avenue, SEABROOK, VIC 3028",SEABROOK,3028,Centre-Based Care,64,Meeting NQS
Seabrook OSHClub,"83 Point Cook Road, SEABROOK, VIC 3028",SEABROOK,3028,Centre-Based Care,90,Meeting NQS
Seaford Early Learning & Kinder,"186 Seaford Road, SEAFORD, VIC 3198",SEAFORD,3198,Centre-Based Care,40,Meeting NQS
Seaford Heights Preschool,"3 Prince Cres, SEAFORD, VIC 3198",SEAFORD,3198,Centre-Based Care,26,Exceeding NQS
Seaford Kindergarten,"McRae Street, SEAFORD, VIC 3198",SEAFORD,3198,Centre-Based Care,29,Meeting NQS
Seaford Primary School - Outside school hours care,"McRae Street, SEAFORD, VIC 3198",SEAFORD,3198,Centre-Based Care,25,Meeting NQS
Seaholme Kindergarten,"2 Parkside Crescent, SEAHOLME, VIC 3018",SEAHOLME,3018,Centre-Based Care,30,Working Towards NQS
Seaholme Primary School Out of School Hours Care,"Cnr Millers Rd & Civic Pde, ALTONA, VIC 3018",ALTONA,3018,Centre-Based Care,75,Working Towards NQS
Sebastopol Early Education Centre,"254-256 Vickers Street, SEBASTOPOL, VIC 3356",SEBASTOPOL,3356,Centre-Based Care,44,Meeting NQS
Sebastopol South Kindergarten,"187 Spencer Street, SEBASTOPOL, VIC 3356",SEBASTOPOL,3356,Centre-Based Care,45,Meeting NQS
Sebastopol West Kindergarten,"180 Grant Street, SEBASTOPOL, VIC 3356",SEBASTOPOL,3356,Centre-Based Care,26,Meeting NQS
Seedlings@Whitehorse Kindergarten and Whitehorse Primary School Combined OSHC,"70-86 Junction road, BLACKBURN NORTH, VIC 3130",BLACKBURN NORTH,3130,Centre-Based Care,100,Meeting NQS
Selandra Kindergarten,"45 Haflinger Ave, CLYDE NORTH, VIC 3978",CLYDE NORTH,3978,Centre-Based Care,127,Exceeding NQS
Selby Preschool,"15 Lyons Drive, SELBY, VIC 3159",SELBY,3159,Centre-Based Care,30,Meeting NQS
Sentia Early Learning,"450 Flinders Street, MELBOURNE, VIC 3000",MELBOURNE,3000,Centre-Based Care,120,Meeting NQS
Serrell Street Kindergarten,"54 Serrell Street, MALVERN EAST, VIC 3145",MALVERN EAST,3145,Centre-Based Care,51,Meeting NQS
Settlement Road Early Learning & Kinder,"20 Settlement Road, TRAFALGAR, VIC 3824",TRAFALGAR,3824,Centre-Based Care,119,Exceeding NQS
Seville Preschool,"Link Road, SEVILLE, VIC 3139",SEVILLE,3139,Centre-Based Care,27,Meeting NQS
Seymour East Preschool Centre,"55 Pollard St, SEYMOUR, VIC 3660",SEYMOUR,3660,Centre-Based Care,24,Exceeding NQS
Seymour Preschool Centre,"19-21 Victoria Street, SEYMOUR, VIC 3660",SEYMOUR,3660,Centre-Based Care,30,Meeting NQS
Shalimar Park Preschool,"1 Milan Court, DANDENONG NORTH, VIC 3175",DANDENONG NORTH,3175,Centre-Based Care,53,Meeting NQS
SHARAF FAMILY DAY CARE,"8 Colclough Ct, STRATHMORE, VIC 3041",STRATHMORE,3041,Family Day Care,,Working Towards NQS
Sheena Family Daycare,"4 Hereford St, SUNBURY, VIC 3429",SUNBURY,3429,Family Day Care,,Provisional – Not Yet Assessed
Shelford Child Care & Early Learning Centre,"1 Hood Crescent, CAULFIELD, VIC 3162",CAULFIELD,3162,Centre-Based Care,56,Exceeding NQS
Shelford Early Discovery Centre,"3 Hood Crescent, CAULFIELD, VIC 3162",CAULFIELD,3162,Centre-Based Care,50,Exceeding NQS
Shelford Girls' Grammar OSHC - Extend,"3 Hood Crescent, CAULFIELD, VIC 3162",CAULFIELD,3162,Centre-Based Care,24,Meeting NQS
Shepparton East Primary School OSH Care,"15 School Road, SHEPPARTON EAST, VIC 3631",SHEPPARTON EAST,3631,Centre-Based Care,30,Meeting NQS
Shepparton Family Day Care,"202 Waranga Dr, KIALLA, VIC 3631",KIALLA,3631,Family Day Care,,Provisional – Not Yet Assessed
Sherbourne Preschool,"156 Sherbourne Road, MONTMORENCY, VIC 3094",MONTMORENCY,3094,Centre-Based Care,30,Exceeding NQS
Sherbrooke Family and Children's Centre,"Cnr Mastgully Rd and Burwood Hwy, UPWEY, VIC 3158",UPWEY,3158,Centre-Based Care,114,Exceeding NQS
Sherpa Kids Aldercourt,"Aldercourt Primary School  14b Silver Ave, FRANKSTON NORTH, VIC 3200",FRANKSTON NORTH,3200,Centre-Based Care,24,Provisional – Not Yet Assessed
Sherpa Kids Cranbourne Park,"Cranbourne Park Primary School  1 Tucker St, CRANBOURNE, VIC 3977",CRANBOURNE,3977,Centre-Based Care,60,Working Towards NQS
Sherpa Kids Fairhills,"Manuka Drive, UPPER FERNTREE GULLY, VIC 3156",UPPER FERNTREE GULLY,3156,Centre-Based Care,60,Working Towards NQS
Sherpa Kids Glengarry,"42 Cairnbrook Road, GLENGARRY, VIC 3854",GLENGARRY,3854,Centre-Based Care,24,Provisional – Not Yet Assessed
Sherpa Kids Heyfield,"22 Temple Street, HEYFIELD, VIC 3858",HEYFIELD,3858,Centre-Based Care,24,Provisional – Not Yet Assessed
